Category,ID,Name,Tier,Type,CurrentIcon
"SPECIAL > RUNE > T3_RUNE_METAL_EFF_1STAR","T3_RUNE_METAL_EFF_1STAR","T3 Metal Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_METAL_EFF_2STAR","T3_RUNE_METAL_EFF_2STAR","T3 Metal Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_METAL_EFF_3STAR","T3_RUNE_METAL_EFF_3STAR","T3 Metal Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_XP_1STAR","T3_RUNE_PLANK_XP_1STAR","T3 Plank Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_XP_2STAR","T3_RUNE_PLANK_XP_2STAR","T3 Plank Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_XP_3STAR","T3_RUNE_PLANK_XP_3STAR","T3 Plank Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_COPY_1STAR","T3_RUNE_PLANK_COPY_1STAR","T3 Plank Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_COPY_2STAR","T3_RUNE_PLANK_COPY_2STAR","T3 Plank Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_COPY_3STAR","T3_RUNE_PLANK_COPY_3STAR","T3 Plank Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_EFF_1STAR","T3_RUNE_PLANK_EFF_1STAR","T3 Plank Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_EFF_2STAR","T3_RUNE_PLANK_EFF_2STAR","T3 Plank Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_PLANK_EFF_3STAR","T3_RUNE_PLANK_EFF_3STAR","T3 Plank Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_XP_1STAR","T3_RUNE_LEATHER_XP_1STAR","T3 Leather Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_XP_2STAR","T3_RUNE_LEATHER_XP_2STAR","T3 Leather Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_XP_3STAR","T3_RUNE_LEATHER_XP_3STAR","T3 Leather Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_COPY_1STAR","T3_RUNE_LEATHER_COPY_1STAR","T3 Leather Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_COPY_2STAR","T3_RUNE_LEATHER_COPY_2STAR","T3 Leather Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_COPY_3STAR","T3_RUNE_LEATHER_COPY_3STAR","T3 Leather Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_EFF_1STAR","T3_RUNE_LEATHER_EFF_1STAR","T3 Leather Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_EFF_2STAR","T3_RUNE_LEATHER_EFF_2STAR","T3 Leather Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_LEATHER_EFF_3STAR","T3_RUNE_LEATHER_EFF_3STAR","T3 Leather Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_XP_1STAR","T3_RUNE_CLOTH_XP_1STAR","T3 Cloth Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_XP_2STAR","T3_RUNE_CLOTH_XP_2STAR","T3 Cloth Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_XP_3STAR","T3_RUNE_CLOTH_XP_3STAR","T3 Cloth Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_COPY_1STAR","T3_RUNE_CLOTH_COPY_1STAR","T3 Cloth Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_COPY_2STAR","T3_RUNE_CLOTH_COPY_2STAR","T3 Cloth Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_COPY_3STAR","T3_RUNE_CLOTH_COPY_3STAR","T3 Cloth Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_EFF_1STAR","T3_RUNE_CLOTH_EFF_1STAR","T3 Cloth Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_EFF_2STAR","T3_RUNE_CLOTH_EFF_2STAR","T3 Cloth Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_CLOTH_EFF_3STAR","T3_RUNE_CLOTH_EFF_3STAR","T3 Cloth Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_XP_1STAR","T3_RUNE_EXTRACT_XP_1STAR","T3 Extract Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_XP_2STAR","T3_RUNE_EXTRACT_XP_2STAR","T3 Extract Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_XP_3STAR","T3_RUNE_EXTRACT_XP_3STAR","T3 Extract Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_COPY_1STAR","T3_RUNE_EXTRACT_COPY_1STAR","T3 Extract Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_COPY_2STAR","T3_RUNE_EXTRACT_COPY_2STAR","T3 Extract Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_COPY_3STAR","T3_RUNE_EXTRACT_COPY_3STAR","T3 Extract Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_EFF_1STAR","T3_RUNE_EXTRACT_EFF_1STAR","T3 Extract Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_EFF_2STAR","T3_RUNE_EXTRACT_EFF_2STAR","T3 Extract Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_EXTRACT_EFF_3STAR","T3_RUNE_EXTRACT_EFF_3STAR","T3 Extract Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_XP_1STAR","T3_RUNE_WARRIOR_XP_1STAR","T3 Warrior Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_XP_2STAR","T3_RUNE_WARRIOR_XP_2STAR","T3 Warrior Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_XP_3STAR","T3_RUNE_WARRIOR_XP_3STAR","T3 Warrior Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_COPY_1STAR","T3_RUNE_WARRIOR_COPY_1STAR","T3 Warrior Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_COPY_2STAR","T3_RUNE_WARRIOR_COPY_2STAR","T3 Warrior Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_COPY_3STAR","T3_RUNE_WARRIOR_COPY_3STAR","T3 Warrior Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_EFF_1STAR","T3_RUNE_WARRIOR_EFF_1STAR","T3 Warrior Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_EFF_2STAR","T3_RUNE_WARRIOR_EFF_2STAR","T3 Warrior Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_WARRIOR_EFF_3STAR","T3_RUNE_WARRIOR_EFF_3STAR","T3 Warrior Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_XP_1STAR","T3_RUNE_HUNTER_XP_1STAR","T3 Hunter Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_XP_2STAR","T3_RUNE_HUNTER_XP_2STAR","T3 Hunter Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_XP_3STAR","T3_RUNE_HUNTER_XP_3STAR","T3 Hunter Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_COPY_1STAR","T3_RUNE_HUNTER_COPY_1STAR","T3 Hunter Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_COPY_2STAR","T3_RUNE_HUNTER_COPY_2STAR","T3 Hunter Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_COPY_3STAR","T3_RUNE_HUNTER_COPY_3STAR","T3 Hunter Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_EFF_1STAR","T3_RUNE_HUNTER_EFF_1STAR","T3 Hunter Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_EFF_2STAR","T3_RUNE_HUNTER_EFF_2STAR","T3 Hunter Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_HUNTER_EFF_3STAR","T3_RUNE_HUNTER_EFF_3STAR","T3 Hunter Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_XP_1STAR","T3_RUNE_MAGE_XP_1STAR","T3 Mage Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_XP_2STAR","T3_RUNE_MAGE_XP_2STAR","T3 Mage Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_XP_3STAR","T3_RUNE_MAGE_XP_3STAR","T3 Mage Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_COPY_1STAR","T3_RUNE_MAGE_COPY_1STAR","T3 Mage Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_COPY_2STAR","T3_RUNE_MAGE_COPY_2STAR","T3 Mage Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_COPY_3STAR","T3_RUNE_MAGE_COPY_3STAR","T3 Mage Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_EFF_1STAR","T3_RUNE_MAGE_EFF_1STAR","T3 Mage Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_EFF_2STAR","T3_RUNE_MAGE_EFF_2STAR","T3 Mage Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_MAGE_EFF_3STAR","T3_RUNE_MAGE_EFF_3STAR","T3 Mage Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_XP_1STAR","T3_RUNE_TOOLS_XP_1STAR","T3 Tools Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_XP_2STAR","T3_RUNE_TOOLS_XP_2STAR","T3 Tools Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_XP_3STAR","T3_RUNE_TOOLS_XP_3STAR","T3 Tools Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_COPY_1STAR","T3_RUNE_TOOLS_COPY_1STAR","T3 Tools Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_COPY_2STAR","T3_RUNE_TOOLS_COPY_2STAR","T3 Tools Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_COPY_3STAR","T3_RUNE_TOOLS_COPY_3STAR","T3 Tools Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_EFF_1STAR","T3_RUNE_TOOLS_EFF_1STAR","T3 Tools Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_EFF_2STAR","T3_RUNE_TOOLS_EFF_2STAR","T3 Tools Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_TOOLS_EFF_3STAR","T3_RUNE_TOOLS_EFF_3STAR","T3 Tools Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_XP_1STAR","T3_RUNE_COOKING_XP_1STAR","T3 Cooking Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_XP_2STAR","T3_RUNE_COOKING_XP_2STAR","T3 Cooking Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_XP_3STAR","T3_RUNE_COOKING_XP_3STAR","T3 Cooking Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_COPY_1STAR","T3_RUNE_COOKING_COPY_1STAR","T3 Cooking Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_COPY_2STAR","T3_RUNE_COOKING_COPY_2STAR","T3 Cooking Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_COPY_3STAR","T3_RUNE_COOKING_COPY_3STAR","T3 Cooking Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_EFF_1STAR","T3_RUNE_COOKING_EFF_1STAR","T3 Cooking Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_EFF_2STAR","T3_RUNE_COOKING_EFF_2STAR","T3 Cooking Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_COOKING_EFF_3STAR","T3_RUNE_COOKING_EFF_3STAR","T3 Cooking Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_XP_1STAR","T3_RUNE_ALCHEMY_XP_1STAR","T3 Alchemy Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_XP_2STAR","T3_RUNE_ALCHEMY_XP_2STAR","T3 Alchemy Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_XP_3STAR","T3_RUNE_ALCHEMY_XP_3STAR","T3 Alchemy Rune of XP","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_COPY_1STAR","T3_RUNE_ALCHEMY_COPY_1STAR","T3 Alchemy Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_COPY_2STAR","T3_RUNE_ALCHEMY_COPY_2STAR","T3 Alchemy Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_COPY_3STAR","T3_RUNE_ALCHEMY_COPY_3STAR","T3 Alchemy Rune of Duplication","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_EFF_1STAR","T3_RUNE_ALCHEMY_EFF_1STAR","T3 Alchemy Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_EFF_2STAR","T3_RUNE_ALCHEMY_EFF_2STAR","T3 Alchemy Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ALCHEMY_EFF_3STAR","T3_RUNE_ALCHEMY_EFF_3STAR","T3 Alchemy Rune of Efficiency","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_ATTACK_1STAR","T3_RUNE_ATTACK_ATTACK_1STAR","T3 Combat Rune of Attack","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_ATTACK_2STAR","T3_RUNE_ATTACK_ATTACK_2STAR","T3 Combat Rune of Attack","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_ATTACK_3STAR","T3_RUNE_ATTACK_ATTACK_3STAR","T3 Combat Rune of Attack","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_SAVE_FOOD_1STAR","T3_RUNE_ATTACK_SAVE_FOOD_1STAR","T3 Combat Rune of Food Saving","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_SAVE_FOOD_2STAR","T3_RUNE_ATTACK_SAVE_FOOD_2STAR","T3 Combat Rune of Food Saving","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_SAVE_FOOD_3STAR","T3_RUNE_ATTACK_SAVE_FOOD_3STAR","T3 Combat Rune of Food Saving","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_BURST_1STAR","T3_RUNE_ATTACK_BURST_1STAR","T3 Combat Rune of Burst","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_BURST_2STAR","T3_RUNE_ATTACK_BURST_2STAR","T3 Combat Rune of Burst","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_BURST_3STAR","T3_RUNE_ATTACK_BURST_3STAR","T3 Combat Rune of Burst","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_ATTACK_SPEED_1STAR","T3_RUNE_ATTACK_ATTACK_SPEED_1STAR","T3 Combat Rune of ATTACK_SPEED","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_ATTACK_SPEED_2STAR","T3_RUNE_ATTACK_ATTACK_SPEED_2STAR","T3 Combat Rune of ATTACK_SPEED","3","RUNE","NONE"
"SPECIAL > RUNE > T3_RUNE_ATTACK_ATTACK_SPEED_3STAR","T3_RUNE_ATTACK_ATTACK_SPEED_3STAR","T3 Combat Rune of ATTACK_SPEED","3","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_XP_1STAR","T4_RUNE_WOOD_XP_1STAR","T4 Woodcutting Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_XP_2STAR","T4_RUNE_WOOD_XP_2STAR","T4 Woodcutting Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_XP_3STAR","T4_RUNE_WOOD_XP_3STAR","T4 Woodcutting Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_COPY_1STAR","T4_RUNE_WOOD_COPY_1STAR","T4 Woodcutting Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_COPY_2STAR","T4_RUNE_WOOD_COPY_2STAR","T4 Woodcutting Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_COPY_3STAR","T4_RUNE_WOOD_COPY_3STAR","T4 Woodcutting Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_SPEED_1STAR","T4_RUNE_WOOD_SPEED_1STAR","T4 Woodcutting Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_SPEED_2STAR","T4_RUNE_WOOD_SPEED_2STAR","T4 Woodcutting Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_WOOD_SPEED_3STAR","T4_RUNE_WOOD_SPEED_3STAR","T4 Woodcutting Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_XP_1STAR","T4_RUNE_ORE_XP_1STAR","T4 Mining Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_XP_2STAR","T4_RUNE_ORE_XP_2STAR","T4 Mining Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_XP_3STAR","T4_RUNE_ORE_XP_3STAR","T4 Mining Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_COPY_1STAR","T4_RUNE_ORE_COPY_1STAR","T4 Mining Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_COPY_2STAR","T4_RUNE_ORE_COPY_2STAR","T4 Mining Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_COPY_3STAR","T4_RUNE_ORE_COPY_3STAR","T4 Mining Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_SPEED_1STAR","T4_RUNE_ORE_SPEED_1STAR","T4 Mining Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_SPEED_2STAR","T4_RUNE_ORE_SPEED_2STAR","T4 Mining Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_ORE_SPEED_3STAR","T4_RUNE_ORE_SPEED_3STAR","T4 Mining Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_XP_1STAR","T4_RUNE_HIDE_XP_1STAR","T4 Skinning Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_XP_2STAR","T4_RUNE_HIDE_XP_2STAR","T4 Skinning Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_XP_3STAR","T4_RUNE_HIDE_XP_3STAR","T4 Skinning Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_COPY_1STAR","T4_RUNE_HIDE_COPY_1STAR","T4 Skinning Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_COPY_2STAR","T4_RUNE_HIDE_COPY_2STAR","T4 Skinning Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_COPY_3STAR","T4_RUNE_HIDE_COPY_3STAR","T4 Skinning Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_SPEED_1STAR","T4_RUNE_HIDE_SPEED_1STAR","T4 Skinning Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_SPEED_2STAR","T4_RUNE_HIDE_SPEED_2STAR","T4 Skinning Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HIDE_SPEED_3STAR","T4_RUNE_HIDE_SPEED_3STAR","T4 Skinning Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_XP_1STAR","T4_RUNE_FIBER_XP_1STAR","T4 Fiber Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_XP_2STAR","T4_RUNE_FIBER_XP_2STAR","T4 Fiber Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_XP_3STAR","T4_RUNE_FIBER_XP_3STAR","T4 Fiber Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_COPY_1STAR","T4_RUNE_FIBER_COPY_1STAR","T4 Fiber Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_COPY_2STAR","T4_RUNE_FIBER_COPY_2STAR","T4 Fiber Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_COPY_3STAR","T4_RUNE_FIBER_COPY_3STAR","T4 Fiber Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_SPEED_1STAR","T4_RUNE_FIBER_SPEED_1STAR","T4 Fiber Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_SPEED_2STAR","T4_RUNE_FIBER_SPEED_2STAR","T4 Fiber Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FIBER_SPEED_3STAR","T4_RUNE_FIBER_SPEED_3STAR","T4 Fiber Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_XP_1STAR","T4_RUNE_HERB_XP_1STAR","T4 Herbalism Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_XP_2STAR","T4_RUNE_HERB_XP_2STAR","T4 Herbalism Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_XP_3STAR","T4_RUNE_HERB_XP_3STAR","T4 Herbalism Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_COPY_1STAR","T4_RUNE_HERB_COPY_1STAR","T4 Herbalism Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_COPY_2STAR","T4_RUNE_HERB_COPY_2STAR","T4 Herbalism Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_COPY_3STAR","T4_RUNE_HERB_COPY_3STAR","T4 Herbalism Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_SPEED_1STAR","T4_RUNE_HERB_SPEED_1STAR","T4 Herbalism Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_SPEED_2STAR","T4_RUNE_HERB_SPEED_2STAR","T4 Herbalism Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_HERB_SPEED_3STAR","T4_RUNE_HERB_SPEED_3STAR","T4 Herbalism Rune of Auto-Refine","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_XP_1STAR","T4_RUNE_FISH_XP_1STAR","T4 Fishing Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_XP_2STAR","T4_RUNE_FISH_XP_2STAR","T4 Fishing Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_XP_3STAR","T4_RUNE_FISH_XP_3STAR","T4 Fishing Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_COPY_1STAR","T4_RUNE_FISH_COPY_1STAR","T4 Fishing Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_COPY_2STAR","T4_RUNE_FISH_COPY_2STAR","T4 Fishing Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_COPY_3STAR","T4_RUNE_FISH_COPY_3STAR","T4 Fishing Rune of Duplication","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_SPEED_1STAR","T4_RUNE_FISH_SPEED_1STAR","T4 Fishing Rune of Auto-Cooking","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_SPEED_2STAR","T4_RUNE_FISH_SPEED_2STAR","T4 Fishing Rune of Auto-Cooking","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_FISH_SPEED_3STAR","T4_RUNE_FISH_SPEED_3STAR","T4 Fishing Rune of Auto-Cooking","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_METAL_XP_1STAR","T4_RUNE_METAL_XP_1STAR","T4 Metal Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_METAL_XP_2STAR","T4_RUNE_METAL_XP_2STAR","T4 Metal Rune of XP","4","RUNE","NONE"
"SPECIAL > RUNE > T4_RUNE_METAL_XP_3STAR","T4_RUNE_METAL_XP_3STAR","T4 Metal Rune of XP","4","RUNE","NONE"
